code,title,timing,scope,severity,score,invasive,taxonid_iucn
8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),Unknown,Unknown,,55245
8.1.1,Unspecified species,Ongoing,Majority (50-90%),Unknown,Unknown,,55245
9.1,Domestic & urban waste water,Ongoing,Minority (<50%),Unknown,Unknown,,55245
9.1.1,Sewage,Ongoing,Minority (<50%),Unknown,Unknown,,55245
9.2,Industrial & military effluents,Ongoing,Minority (<50%),Unknown,Unknown,,55245
9.2.1,Oil spills,Ongoing,Minority (<50%),Unknown,Unknown,,55245
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,165505520
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,165505520
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,165505520
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,165505520
7.1,Fire & fire suppression,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,165505520
7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,165505520
7.2,Dams & water management/use,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,165505520
7.2.1,Abstraction of surface water (domestic use),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,165505520
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,165505520
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
2.1.2,Small-holder farming,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
7.2,Dams & water management/use,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
7.2.1,Abstraction of surface water (domestic use),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
9.1,Domestic & urban waste water,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
9.1.1,Sewage,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
9.4,Garbage & solid waste,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,78519340
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Unknown,Unknown,,55250
2.1.2,Small-holder farming,Ongoing,Minority (<50%),Unknown,Unknown,,55250
2.2,Wood & pulp plantations,Ongoing,Minority (<50%),Unknown,Unknown,,55250
2.2.1,Small-holder plantations,Ongoing,Minority (<50%),Unknown,Unknown,,55250
5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Unknown,Unknown,,55250
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,,55250
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Minority (<50%),Unknown,Unknown,Batrachochytrium dendrobatidis,55250
8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Minority (<50%),Unknown,Unknown,Batrachochytrium dendrobatidis,55250
8.6,Diseases of unknown cause,Ongoing,Minority (<50%),Unknown,Unknown,,55250
1.1,Housing & urban areas,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.2.1,Small-holder plantations,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Unknown,Unknown,,136122
5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,,136122
7.1,Fire & fire suppression,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
7.1.1,Increase in fire frequency/intensity,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
7.2,Dams & water management/use,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),Unknown,Unknown,,136122
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Unknown,Whole (>90%),Unknown,Unknown,Batrachochytrium dendrobatidis,136122
8.1.2,Named species (Batrachochytrium dendrobatidis),Unknown,Whole (>90%),Unknown,Unknown,Batrachochytrium dendrobatidis,136122
9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
9.1.1,Sewage,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
9.4,Garbage & solid waste,Ongoing,Majority (50-90%),Unknown,Unknown,,136122
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,55252
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,55252
2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,,55252
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,55252
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,55252
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,55252
9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,,55252
11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,,,22704441
11.2,Droughts,Ongoing,Whole (>90%),Causing/Could cause fluctuations,,,22704441
2.1,Annual & perennial non-timber crops,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",,,22704441
2.1.3,Agro-industry farming,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",,,22704441
2.3,Livestock farming & ranching,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",,,22704441
2.3.3,"Agro-industry grazing, ranching or farming","Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",,,22704441
7.1,Fire & fire suppression,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,,,22704441
7.1.3,Trend Unknown/Unrecorded,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,,,22704441
8.2,Problematic native species/diseases,Ongoing,Whole (>90%),"Slow, Significant Declines",,,22704441
2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,12775
2.1.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,12775
5.1,Hunting & trapping terrestrial animals,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,,12775
5.1.1,Intentional use (species is the target),Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,,12775
5.2,Gathering terrestrial plants,Ongoing,Unknown,Unknown,Unknown,,12775
5.2.2,Unintentional effects (species is not the target),Ongoing,Unknown,Unknown,Unknown,,12775
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,12775
7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,,12775
1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,12776
2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,12776
2.1.1,Shifting agriculture,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,12776
2.1.2,Small-holder farming,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,12776
3.2,Mining & quarrying,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,,12776
5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,12776
5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,12776
5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,12776
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,12776
7.1,Fire & fire suppression,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,12776
7.1.3,Trend Unknown/Unrecorded,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,12776
8.1,Invasive non-native/alien species/diseases (Duttaphrynus melanostictus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Duttaphrynus melanostictus,12776
8.1.2,Named species (Duttaphrynus melanostictus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Duttaphrynus melanostictus,12776
9.2,Industrial & military effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,12776
9.2.2,Seepage from mining,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,12776
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,57441
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,57441
2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,,57441
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,57441
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,57441
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,57441
5.1,Hunting & trapping terrestrial animals,"Past, Likely to Return",,,Past Impact,,57441
5.1.1,Intentional use (species is the target),"Past, Likely to Return",,,Past Impact,,57441
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,57441
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57441
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,57441
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57441
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,57443
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,57443
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,57443
5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,,57443
5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,,57443
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,57443
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57443
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57443
8.1.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57443
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,57444
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,57444
2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,,57444
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,57444
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,57444
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,57444
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,57444
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57444
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57444
8.1,Invasive non-native/alien species/diseases (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus,57444
8.1.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57444
8.1.2,Named species (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus,57444
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,57451
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,57451
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,57451
5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,,57451
5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,,57451
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,57451
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57451
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,57451
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57451
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57451
8.1.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57451
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,57454
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,57454
2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,,57454
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,57454
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,57454
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,57454
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,57454
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57454
8.1,Invasive non-native/alien species/diseases (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus,57454
8.1.2,Named species (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus,57454
8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57454
8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57454
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,135792
2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,,135792
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,135792
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,135792
2.3.1,Nomadic grazing,Ongoing,,,Low Impact: 3,,135792
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,135792
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,135792
8.1.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,135792
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,136059
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,136059
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,136059
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,136059
8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,136059
8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,136059
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,57498
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,57498
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,57498
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,57498
8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57498
8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,57498
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,49570548
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,49570548
2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,,49570548
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,49570548
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,49570548
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,49570548
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,49570548
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,49570548
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,49570548
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,49570548
7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,,49570548
8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,49570548
8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,49570548
2.3,Livestock farming & ranching,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,,22720814
2.3.3,"Agro-industry grazing, ranching or farming","Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,,22720814
5.3,Logging & wood harvesting,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,,22720814
5.3.4,Unintentional effects: (large scale) [harvest],"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,,22720814
8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,,22720814
8.1,Invasive non-native/alien species/diseases (Bos taurus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Bos taurus,22720814
8.1,Invasive non-native/alien species/diseases (Capra hircus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Capra hircus,22720814
8.1,Invasive non-native/alien species/diseases (Ovis aries),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Ovis aries,22720814
8.1,Invasive non-native/alien species/diseases (Plasmodium relictum),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Plasmodium relictum,22720814
8.1,Invasive non-native/alien species/diseases (Rattus rattus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Rattus rattus,22720814
8.1,Invasive non-native/alien species/diseases (Sus domesticus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Sus domesticus,22720814
8.1.1,Unspecified species,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,,22720814
8.1.2,Named species (Bos taurus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Bos taurus,22720814
8.1.2,Named species (Capra hircus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Capra hircus,22720814
8.1.2,Named species (Ovis aries),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Ovis aries,22720814
8.1.2,Named species (Plasmodium relictum),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Plasmodium relictum,22720814
8.1.2,Named species (Rattus rattus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Rattus rattus,22720814
8.1.2,Named species (Sus domesticus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Sus domesticus,22720814
8.5,Viral/prion-induced diseases,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,22720814
8.5.2,Named species,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,22720814
1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,107628552
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,107628552
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,107628552
9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,107628552
9.1.1,Sewage,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,107628552
11.2,Droughts,"Past, Likely to Return",,,Past Impact,,182980
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,182980
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,182980
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,182980
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,182980
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,182980
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,107661846
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,107661846
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,107661846
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,107661846
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,107661846
2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Unknown,Unknown,,45957342
2.1.2,Small-holder farming,Ongoing,Whole (>90%),Unknown,Unknown,,45957342
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,45957342
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,45957342
3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,,157733480
7.2,Dams & water management/use,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,164816
7.2.1,Abstraction of surface water (domestic use),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,164816
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,164816
9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,164816
9.1.3,Type Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,164816
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,171823
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,171823
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,171823
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,171823
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,171823
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,12799
11.2,Droughts,Future,,,No/Negligible Impact: 1,,12799
11.3,Temperature extremes,Future,,,No/Negligible Impact: 1,,12799
11.4,Storms & flooding,Future,,,No/Negligible Impact: 1,,12799
1.2,Commercial & industrial areas,Ongoing,,,Low Impact: 3,,12799
1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,,12799
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,12799
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,12799
2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,,12799
2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,,12799
2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,,12799
2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,,12799
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,12799
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,12799
2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,,,Low Impact: 3,,12799
2.4,Marine & freshwater aquaculture,Ongoing,,,Low Impact: 3,,12799
2.4.2,Industrial aquaculture,Ongoing,,,Low Impact: 3,,12799
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,12799
3.3,Renewable energy,Ongoing,,,Low Impact: 3,,12799
4.1,Roads & railroads,Ongoing,,,Low Impact: 3,,12799
4.3,Shipping lanes,Ongoing,,,Low Impact: 3,,12799
5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,,12799
5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,,12799
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,12799
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,12799
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,12799
5.4.5,Persecution/control,Ongoing,,,Low Impact: 3,,12799
6.1,Recreational activities,Ongoing,,,Low Impact: 3,,12799
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,12799
7.2.1,Abstraction of surface water (domestic use),Ongoing,,,Low Impact: 3,,12799
7.2.10,Large dams,Ongoing,,,Low Impact: 3,,12799
7.2.2,Abstraction of surface water (commercial use),Ongoing,,,Low Impact: 3,,12799
7.2.3,Abstraction of surface water (agricultural use),Ongoing,,,Low Impact: 3,,12799
7.2.5,Abstraction of ground water (domestic use),Ongoing,,,Low Impact: 3,,12799
7.2.6,Abstraction of ground water (commercial use),Ongoing,,,Low Impact: 3,,12799
7.2.7,Abstraction of ground water (agricultural use),Ongoing,,,Low Impact: 3,,12799
7.2.9,Small dams,Ongoing,,,Low Impact: 3,,12799
7.3,Other ecosystem modifications,Ongoing,,,Low Impact: 3,,12799
8.1,Invasive non-native/alien species/diseases,Future,,,No/Negligible Impact: 1,,12799
8.1,Invasive non-native/alien species/diseases (Unspecified Ranunculus),Future,,,No/Negligible Impact: 1,Unspecified Ranunculus,12799
8.1.1,Unspecified species,Future,,,No/Negligible Impact: 1,,12799
8.1.2,Named species (Unspecified Ranunculus),Future,,,No/Negligible Impact: 1,Unspecified Ranunculus,12799
8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,,12799
8.2.1,Unspecified species,Ongoing,,,Low Impact: 3,,12799
8.3,Introduced genetic material,Ongoing,,,Low Impact: 3,,12799
9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,12799
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,12799
9.1.1,Sewage,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,12799
9.1.2,Run-off,Ongoing,,,Low Impact: 3,,12799
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,12799
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,12799
9.2.2,Seepage from mining,Ongoing,,,Low Impact: 3,,12799
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,12799
9.3.1,Nutrient loads,Ongoing,,,Low Impact: 3,,12799
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,12799
9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,,12799
9.4,Garbage & solid waste,Ongoing,,,Low Impact: 3,,12799
9.5,Air-borne pollutants,Ongoing,,,Low Impact: 3,,12799
9.5.1,Acid rain,Ongoing,,,Low Impact: 3,,12799
9.6,Excess energy,Ongoing,,,Low Impact: 3,,12799
9.6.2,Thermal pollution,Ongoing,,,Low Impact: 3,,12799
7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,,12800
7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,,12800
