taxonid_iucn,code,title,timing,scope,severity,score,invasive
55342,9.3.3,Herbicides and pesticides,Ongoing,,"Slow, Significant Declines",Low Impact: 4,
78500940,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
78500940,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
55348,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
55348,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55348,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55348,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55348,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55348,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
55348,7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,
112688840,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
112688840,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55351,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55351,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55351,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55351,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55351,3.1,Oil & gas drilling,Ongoing,Minority (<50%),,Low Impact: 4,
55351,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
55351,7.1,Fire & fire suppression,Ongoing,Unknown,,Unknown,
55351,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,,Unknown,
55351,9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,
55351,9.2.1,Oil spills,Ongoing,,,Low Impact: 3,
55355,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
55355,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
55355,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
55356,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55356,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55356,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55356,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55356,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55356,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
55357,11.5,Other impacts,Ongoing,,,Low Impact: 3,
55357,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55357,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55357,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55357,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
55357,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
55357,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
55357,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55360,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55360,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55360,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55360,2.3.1,Nomadic grazing,Ongoing,,,Low Impact: 3,
55360,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55360,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55360,9.3,Agricultural & forestry effluents,Unknown,,,Unknown,
55360,9.3.4,Type Unknown/Unrecorded,Unknown,,,Unknown,
55362,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55362,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55362,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
55362,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
8989,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
8989,1.2,Commercial & industrial areas,Ongoing,,,Low Impact: 3,
8989,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
8989,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
8989,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
8989,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
8989,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
8972,11.2,Droughts,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
8972,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
8972,2.3.1,Nomadic grazing,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
8972,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
8972,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
8972,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
8975,11.2,Droughts,Ongoing,,,Low Impact: 3,
8975,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
8975,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
8975,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
8975,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
134974,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
134974,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
134974,7.2.1,Abstraction of surface water (domestic use),Ongoing,,,Low Impact: 3,
134974,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
134974,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
178554,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
178554,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
202872,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
202872,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
202872,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
57081,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
57081,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
9001,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
9001,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
9001,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
9001,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
9001,8.1,Invasive non-native/alien species/diseases (Canis familiaris),Ongoing,Unknown,,Unknown,Canis familiaris
9001,8.1.2,Named species (Canis familiaris),Ongoing,Unknown,,Unknown,Canis familiaris
9029,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
9029,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
9029,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9029,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
9029,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
9029,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9029,6.1,Recreational activities,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
9029,7.3,Other ecosystem modifications,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9029,9.1,Domestic & urban waste water,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
9029,9.1.1,Sewage,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
9029,9.2,Industrial & military effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
9029,9.2.3,Type Unknown/Unrecorded,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
9029,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Negligible declines,Unknown,
9029,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
9029,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Negligible declines,Unknown,
9029,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
9029,9.4,Garbage & solid waste,Ongoing,Unknown,Unknown,Unknown,
9042,8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,
39552,3.3,Renewable energy,Ongoing,Minority (<50%),Unknown,Unknown,
39552,5.1,Hunting & trapping terrestrial animals,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.1.1,Intentional use (species is the target),Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.1.2,Unintentional effects (species is not the target),Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.2,Gathering terrestrial plants,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.2.2,Unintentional effects (species is not the target),Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
39552,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
39552,7.2.10,Large dams,Ongoing,Unknown,Unknown,Unknown,
39552,7.2.9,Small dams,Ongoing,Unknown,Unknown,Unknown,
22733677,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733677,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733677,2.2,Wood & pulp plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22733677,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22733677,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733677,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733677,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
22733677,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
22733677,7.1,Fire & fire suppression,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22733677,7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
9051,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
9051,6.1,Recreational activities,Ongoing,,,Low Impact: 3,
9051,8.1,Invasive non-native/alien species/diseases (Unspecified Opuntia),Ongoing,,,Low Impact: 3,Unspecified Opuntia
9051,8.1.2,Named species (Unspecified Opuntia),Ongoing,,,Low Impact: 3,Unspecified Opuntia
9051,9.4,Garbage & solid waste,Ongoing,,,Low Impact: 3,
9052,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
9052,8.1,Invasive non-native/alien species/diseases (Unspecified MOLLUSCA),Ongoing,,,Low Impact: 3,Unspecified MOLLUSCA
9052,8.1,Invasive non-native/alien species/diseases (Unspecified PLANTAE),Ongoing,,,Low Impact: 3,Unspecified PLANTAE
9052,8.1.2,Named species (Unspecified MOLLUSCA),Ongoing,,,Low Impact: 3,Unspecified MOLLUSCA
9052,8.1.2,Named species (Unspecified PLANTAE),Ongoing,,,Low Impact: 3,Unspecified PLANTAE
9052,9.4,Garbage & solid waste,Ongoing,,,Low Impact: 3,
157091,11.2,Droughts,Ongoing,Unknown,Unknown,Unknown,
157091,7.3,Other ecosystem modifications,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
157091,8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
157091,8.1.1,Unspecified species,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9056,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
9056,1.2,Commercial & industrial areas,Ongoing,,,Low Impact: 3,
9056,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
9056,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
203526,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Unknown,Unknown,
203526,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Unknown,Unknown,
203526,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Unknown,Unknown,
203526,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,
203533,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Unknown,Unknown,
203533,2.1.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Unknown,Unknown,
134902,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
134902,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
134902,9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,
134902,9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
134815,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
134815,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
134815,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
134815,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
22729909,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22729909,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22729909,2.1,Annual & perennial non-timber crops,Ongoing,,Unknown,Unknown,
22729909,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22729909,2.1.3,Agro-industry farming,Ongoing,,Unknown,Unknown,
22729909,2.1.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22729909,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22729909,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22729909,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Felis catus
22729909,8.1.2,Named species (Felis catus),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Felis catus
22728282,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22728282,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22728282,2.2,Wood & pulp plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22728282,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22728282,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22728282,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22728282,3.2,Mining & quarrying,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
22728282,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22728282,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
49562307,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
49562307,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
49562307,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
49562307,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
49562307,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
49562307,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
49562307,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
136160,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
136160,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
136160,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
136160,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
136160,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57473,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
57473,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57473,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
57473,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57473,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
57473,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
57473,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57473,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57473,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
57473,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57473,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57473,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57478,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
57478,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57478,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
57478,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57478,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
57478,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
57478,5.3,Logging & wood harvesting,Unknown,,,Unknown,
57478,5.3.5,Motivation Unknown/Unrecorded,Unknown,,,Unknown,
57478,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
57478,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
57478,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57478,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
49563132,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
49563132,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
49563132,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
49563132,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
49563132,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57492,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
57492,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57492,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
57492,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57492,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
57492,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
57492,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57492,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57492,8.1,Invasive non-native/alien species/diseases (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus
57492,8.1.2,Named species (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus
57492,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57492,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
49564032,5.3,Logging & wood harvesting,"Past, Unlikely to Return",,,Past Impact,
49564032,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],"Past, Unlikely to Return",,,Past Impact,
49564032,5.3.4,Unintentional effects: (large scale) [harvest],"Past, Unlikely to Return",,,Past Impact,
49564032,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
49564032,8.4.2,Named species (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
57526,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
57526,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57526,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
57526,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57526,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
57526,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
57526,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57526,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57526,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
57526,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57526,8.1,Invasive non-native/alien species/diseases (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus
57526,8.1.2,Named species (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus
57526,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57526,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57532,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
57532,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57532,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
57532,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57532,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57532,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57532,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57532,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57534,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
57534,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57534,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
57534,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57534,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
57534,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
57534,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57534,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57534,8.1,Invasive non-native/alien species/diseases (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus
57534,8.1.2,Named species (Unspecified Eucalyptus),Ongoing,,,Low Impact: 3,Unspecified Eucalyptus
57534,8.4,Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
57534,8.4.2,Named species (Batrachochytrium dendrobatidis),Unknown,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
9128,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
9128,6.1,Recreational activities,Ongoing,,,Low Impact: 3,
22697488,1.1,Housing & urban areas,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
22697488,11.2,Droughts,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22697488,2.1,Annual & perennial non-timber crops,Future,Minority (<50%),"Slow, Significant Declines",Low Impact: 3,
22697488,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22697488,2.1.1,Shifting agriculture,Future,Minority (<50%),"Slow, Significant Declines",Low Impact: 3,
22697488,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22697488,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22697488,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22697488,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
22697488,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
22697488,6.1,Recreational activities,"Past, Likely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22697488,6.2,"War, civil unrest & military exercises",Ongoing,Minority (<50%),Unknown,Unknown,
22697488,7.2,Dams & water management/use,"Past, Unlikely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,
22697488,7.2.11,Dams (size unknown),"Past, Unlikely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,
22697488,7.3,Other ecosystem modifications,"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
22697488,8.2,Problematic native species/diseases (Corvus ruficollis),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,Corvus ruficollis
22697488,8.2,Problematic native species/diseases (Neophron percnopterus),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,Neophron percnopterus
22697488,8.2.2,Named species (Corvus ruficollis),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,Corvus ruficollis
22697488,8.2.2,Named species (Neophron percnopterus),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,Neophron percnopterus
22697488,9.3,Agricultural & forestry effluents,Future,Minority (<50%),"Slow, Significant Declines",Low Impact: 3,
22697488,9.3,Agricultural & forestry effluents,"Past, Likely to Return",Majority (50-90%),Rapid Declines,Past Impact,
22697488,9.3.3,Herbicides and pesticides,Future,Minority (<50%),"Slow, Significant Declines",Low Impact: 3,
