taxonid_iucn,code,title,timing,scope,severity,score,invasive
22728377,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",,
22728377,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",,
22728377,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",,
6978,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
6978,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
6978,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
6978,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
136400,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
136400,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
6989,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
6989,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,,,Low Impact: 3,Felis catus
6989,8.1.2,Named species (Felis catus),Ongoing,,,Low Impact: 3,Felis catus
59756,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
59756,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
59756,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
59756,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
59756,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
59756,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
59756,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
59756,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
22724495,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,,
22724495,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,,
22724495,2.1.4,Scale Unknown/Unrecorded,Ongoing,Minority (<50%),Rapid Declines,,
22724495,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,,
22724495,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,,
22724495,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22724495,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22699494,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,,
22699494,2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,,
22699494,2.1.3,Agro-industry farming,Ongoing,Whole (>90%),Rapid Declines,,
22699494,2.1.4,Scale Unknown/Unrecorded,Ongoing,Whole (>90%),Rapid Declines,,
22699494,2.3,Livestock farming & ranching,Ongoing,Whole (>90%),Rapid Declines,,
22699494,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Whole (>90%),Rapid Declines,,
22699494,3.2,Mining & quarrying,Ongoing,Minority (<50%),"Slow, Significant Declines",,
22699494,5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Rapid Declines,,
22699494,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,,
17225,2.3,Livestock farming & ranching,Ongoing,,,,
17225,2.3.1,Nomadic grazing,Ongoing,,,,
17225,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,,
178371,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
178371,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
178371,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
178371,5.1,Hunting & trapping terrestrial animals,Future,Majority (50-90%),Unknown,Unknown,
178371,5.1.1,Intentional use (species is the target),Future,Majority (50-90%),Unknown,Unknown,
178371,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
178371,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
56219418,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
56219418,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
56219418,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
59122148,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
56251804,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
56251804,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
56251804,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
56251804,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
116115039,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
116115039,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
116115042,11.1,Habitat shifting & alteration,Ongoing,Majority (50-90%),Unknown,Unknown,
116115042,11.3,Temperature extremes,Ongoing,Unknown,Unknown,Unknown,
116115497,11.1,Habitat shifting & alteration,Ongoing,Majority (50-90%),Unknown,Unknown,
116115497,11.2,Droughts,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
116115497,11.3,Temperature extremes,Ongoing,Majority (50-90%),Unknown,Unknown,
157857032,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
157857035,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
157772443,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
57278,2.1,Annual & perennial non-timber crops,Ongoing,,,,
57278,2.1.3,Agro-industry farming,Ongoing,,,,
57278,6.1,Recreational activities,Ongoing,,,,
100946722,1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
100946722,11.2,Droughts,Ongoing,Majority (50-90%),Unknown,Unknown,
100946722,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
100946722,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
16370739,3.1,Oil & gas drilling,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
16370739,4.3,Shipping lanes,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
16370739,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
16370739,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
16370739,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
16370739,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
16370739,6.1,Recreational activities,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
16370739,8.5,Viral/prion-induced diseases,Ongoing,Unknown,Unknown,Unknown,
16370739,8.5.2,Named species,Ongoing,Unknown,Unknown,Unknown,
16370739,9.1,Domestic & urban waste water,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.1.3,Type Unknown/Unrecorded,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.2,Industrial & military effluents,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.2.3,Type Unknown/Unrecorded,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.3,Agricultural & forestry effluents,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.3.3,Herbicides and pesticides,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.4,Garbage & solid waste,Ongoing,Whole (>90%),Unknown,Unknown,
16370739,9.6,Excess energy,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
16370739,9.6.3,Noise pollution,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
100946948,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Unknown,Unknown,
100946948,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,
100946964,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Unknown,Unknown,
100946964,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,
55830,11.1,Habitat shifting & alteration,Ongoing,Majority (50-90%),Unknown,Unknown,
55830,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
55830,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
55830,4.1,Roads & railroads,Ongoing,Minority (<50%),Unknown,Unknown,
55830,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
55830,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
55830,6.3,Work & other activities,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
55830,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Future,Unknown,Rapid Declines,Unknown,Batrachochytrium dendrobatidis
55830,8.1.2,Named species (Batrachochytrium dendrobatidis),Future,Unknown,Rapid Declines,Unknown,Batrachochytrium dendrobatidis
103727136,11.2,Droughts,Ongoing,Unknown,Unknown,Unknown,
103727136,11.3,Temperature extremes,Ongoing,Unknown,Unknown,Unknown,
103727136,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
103727136,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
103727136,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
103727136,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
22680733,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680733,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680733,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680733,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680733,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680733,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680736,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680736,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680736,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680736,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680736,7.2,Dams & water management/use,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22680736,7.2.10,Large dams,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
39484,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
39484,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
39484,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39484,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
39484,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
39484,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
39484,7.3,Other ecosystem modifications,Ongoing,,,Low Impact: 3,
39484,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
39484,8.1,Invasive non-native/alien species/diseases (Cotesia glomerata),Ongoing,,,Low Impact: 3,Cotesia glomerata
39484,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
39484,8.1.2,Named species (Cotesia glomerata),Ongoing,,,Low Impact: 3,Cotesia glomerata
161247840,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161247840,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
161247840,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161247840,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
161247840,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
161247840,2.2,Wood & pulp plantations,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
161247840,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
161247840,3.2,Mining & quarrying,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
161247840,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
161247840,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
161247840,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
161247840,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
161247840,6.2,"War, civil unrest & military exercises",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
161247840,7.1,Fire & fire suppression,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
161247840,7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
40009,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40009,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
40009,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
40009,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
40009,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40009,2.2,Wood & pulp plantations,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40009,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40009,3.2,Mining & quarrying,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40009,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
40009,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
40009,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
40009,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
40009,6.2,"War, civil unrest & military exercises","Past, Likely to Return",Minority (<50%),Rapid Declines,Past Impact,
40009,7.1,Fire & fire suppression,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
40009,7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18247,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18247,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18247,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18247,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18247,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18247,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18247,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18247,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18247,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18247,6.2,"War, civil unrest & military exercises",Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
18250,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18250,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18250,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18250,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18250,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18250,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
18250,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
18252,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18252,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18252,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18252,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,2.3.1,Nomadic grazing,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,3.2,Mining & quarrying,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18252,4.1,Roads & railroads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,5.3.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18252,6.2,"War, civil unrest & military exercises",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39992,1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
39992,11.1,Habitat shifting & alteration,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39992,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
39992,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
39992,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
39992,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
39992,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
39992,4.1,Roads & railroads,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
39992,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
39992,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
39992,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
39992,5.1.3,Persecution/control,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
39992,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
39992,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18261,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18261,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,4.1,Roads & railroads,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18261,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18261,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18261,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Unknown,Unknown,
18261,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18261,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,
18262,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18262,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18262,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18262,3.2,Mining & quarrying,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18262,4.1,Roads & railroads,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18262,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18262,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18262,6.2,"War, civil unrest & military exercises","Past, Likely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
40648,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
40648,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
40648,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
40648,4.1,Roads & railroads,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40648,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
40648,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
40648,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40648,5.3.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40648,5.3.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40648,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
40648,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18256,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18256,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18256,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18256,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18256,2.2,Wood & pulp plantations,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18256,2.2.1,Small-holder plantations,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18256,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
18256,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
18256,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18256,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18256,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
18256,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
18256,8.2,Problematic native species/diseases (Pan troglodytes),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,Pan troglodytes
18256,8.2.2,Named species (Pan troglodytes),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,Pan troglodytes
166601,9.3,Agricultural & forestry effluents,Ongoing,Whole (>90%),Unknown,Unknown,
166601,9.3.1,Nutrient loads,Ongoing,Whole (>90%),Unknown,Unknown,
166601,9.3.2,"Soil erosion, sedimentation",Ongoing,Whole (>90%),Unknown,Unknown,
168128,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,
168128,2.1,Annual & perennial non-timber crops,"Past, Unlikely to Return",Minority (<50%),Unknown,Past Impact,
168128,2.1.2,Small-holder farming,"Past, Unlikely to Return",Minority (<50%),Unknown,Past Impact,
168128,8.1,Invasive non-native/alien species/diseases (Cinnamomum verum),Ongoing,Whole (>90%),Unknown,Unknown,Cinnamomum verum
168128,8.1.2,Named species (Cinnamomum verum),Ongoing,Whole (>90%),Unknown,Unknown,Cinnamomum verum
62181308,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
62181308,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
62181308,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
62181308,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
62181308,4.1,Roads & railroads,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
62181308,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Unknown,Unknown,
62181308,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Unknown,Unknown,
58161,2.1,Annual & perennial non-timber crops,Ongoing,,,,
58161,2.1.2,Small-holder farming,Ongoing,,,,
58161,2.3,Livestock farming & ranching,Ongoing,,,,
58161,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,,
58161,5.3,Logging & wood harvesting,Ongoing,,,,
58161,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,,
58161,9.1,Domestic & urban waste water,Ongoing,,,,
58161,9.1.3,Type Unknown/Unrecorded,Ongoing,,,,
58161,9.3,Agricultural & forestry effluents,Ongoing,,,,
58161,9.3.4,Type Unknown/Unrecorded,Ongoing,,,,
22678429,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,,
22678429,2.1.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,,
